GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADK5E001,ADK5E002,ADK5E003,ADK5E004,ADK5E005,ADK5E006,ADK5E007,ADK5E008,ADK5E009,ADK5E010,ADK5E011,ADK5E012,ADK5E013,ADK5E014,ADK5E015,ADK5E016,ADK5E017,ADK5E018,ADK5E019,ADK5E020,ADK5E021,ADNEE001,ADNEE002,ADNEE003,ADNEE004,ADNEE005,ADNEE006,ADNEE007,ADNEE008,NAME_M,ADK5M001,ADK5M002,ADK5M003,ADK5M004,ADK5M005,ADK5M006,ADK5M007,ADK5M008,ADK5M009,ADK5M010,ADK5M011,ADK5M012,ADK5M013,ADK5M014,ADK5M015,ADK5M016,ADK5M017,ADK5M018,ADK5M019,ADK5M020,ADK5M021,ADNEM001,ADNEM002,ADNEM003,ADNEM004,ADNEM005,ADNEM006,ADNEM007,ADNEM008
"G36022","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"22",,,,,,,,,,,"Congressional District 22 (114th Congress), New York",711202,686403,627135,25809,1591,18224,222,755,12667,400,12267,24799,13247,2513,289,115,152,6141,2342,1179,1163,677945,50802,58626,31810,32221,46183,17741,440562,"Congressional District 22 (114th Congress), New York",615,671,755,691,229,404,134,234,943,128,903,227,895,458,131,66,169,791,369,266,242,1339,2479,2084,1636,1625,2389,1274,3589
"G36023","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"23",,,,,,,,,,,"Congressional District 23 (114th Congress), New York",713070,687669,634115,19315,4066,16485,121,670,12897,342,12555,25401,17130,1460,296,92,18,4451,1954,926,1028,670606,51130,61195,33074,33919,47121,20460,423707,"Congressional District 23 (114th Congress), New York",409,503,570,606,255,410,59,190,726,106,714,323,599,318,128,60,27,492,309,248,227,1306,2082,2410,1702,1788,1973,1198,4075
"G36024","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"24",,,,,,,,,,,"Congressional District 24 (114th Congress), New York",715530,686202,590477,56902,3326,18109,195,1104,16089,672,15417,29328,16794,2521,418,78,9,5998,3510,1988,1522,687055,50174,54163,26709,27911,40566,16948,470584,"Congressional District 24 (114th Congress), New York",174,257,573,960,305,484,101,347,1091,225,1058,178,777,416,239,49,15,648,457,357,407,950,2203,2451,1616,1464,1934,1357,3337
"G36025","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"25",,,,,,,,,,,"Congressional District 25 (114th Congress), New York",722333,663571,511544,107968,1198,26008,103,2116,14634,646,13988,58762,32581,5978,1566,256,36,13251,5094,2371,2723,698324,52654,55703,28594,27465,37749,17527,478632,"Congressional District 25 (114th Congress), New York",400,216,796,784,207,577,65,635,1023,220,1024,467,1298,736,410,173,57,1241,678,469,507,893,2533,2273,2102,1626,2038,1456,4115
"G36026","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"26",,,,,,,,,,,"Congressional District 26 (114th Congress), New York",715616,673452,501113,127431,2512,26187,152,1287,14770,659,14111,42164,16868,2758,206,158,56,17232,4886,3133,1753,696658,63303,70454,33731,32878,44516,16860,434916,"Congressional District 26 (114th Congress), New York",545,888,1333,1273,387,866,68,360,1146,229,1136,757,1088,489,96,96,63,1267,698,503,497,916,2690,2673,1812,2003,2353,1291,4108
"G36027","2011-2015",,,"New York","36",,,,,,,,,,,,,,,,,,,"27",,,,,,,,,,,"Congressional District 27 (114th Congress), New York",719351,700661,661874,17018,4583,7802,203,531,8650,238,8412,18690,10817,1172,154,119,0,4690,1738,680,1058,693864,26945,37250,23573,25332,37801,15691,527272,"Congressional District 27 (114th Congress), New York",722,1038,1534,872,318,695,113,165,830,100,807,1005,835,266,63,128,27,701,366,219,340,1140,1378,1874,1457,1591,1763,1245,3134
"G37001","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), North Carolina",729228,668391,255407,381122,5101,10699,303,858,14901,432,14469,60837,35092,2439,877,61,122,19629,2617,1659,958,698574,81977,105086,52241,46219,59760,19849,333442,"Congressional District 1 (114th Congress), North Carolina",4274,3890,3010,3904,451,843,146,256,1431,138,1436,1993,2220,708,424,75,81,1800,725,607,350,4376,2995,3463,2971,2920,3315,1661,4837
"G37002","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), North Carolina",773870,687294,504829,122690,7483,28348,543,1922,21479,678,20801,86576,52582,3171,612,183,105,24227,5696,2480,3216,758308,46330,66903,42295,40534,50904,21003,490339,"Congressional District 2 (114th Congress), North Carolina",2445,2884,2799,2212,666,1291,190,494,1212,265,1221,1622,2459,653,366,140,91,2203,882,626,573,2579,2429,3133,3060,2370,2674,1899,5622
"G37003","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), North Carolina",753337,699471,530070,138078,3344,9695,732,1328,16224,404,15820,53866,30243,2882,721,327,212,15728,3753,1909,1844,719839,56232,66393,37574,41861,54197,24625,438957,"Congressional District 3 (114th Congress), North Carolina",3024,2850,2391,2893,502,801,244,489,1310,199,1254,1369,1777,729,340,123,151,1642,730,479,518,3261,2911,3046,2314,2422,3134,2211,5152
"G37004","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), North Carolina",774527,683623,371385,243128,2901,43933,779,2586,18911,787,18124,90904,55485,4668,846,197,20,25102,4586,2416,2170,738741,63685,71535,37093,39767,49768,21966,454927,"Congressional District 4 (114th Congress), North Carolina",4343,3988,3374,3002,413,1491,304,655,1314,350,1259,2848,2926,727,339,136,25,2700,858,535,559,4443,2974,3208,2994,2438,3422,2360,5941
"G37005","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), North Carolina",746472,679819,561120,94446,1698,11617,97,1035,9806,390,9416,66653,44459,1149,539,31,194,17807,2474,1209,1265,727096,59377,72837,38580,40993,53782,20496,441031,"Congressional District 5 (114th Congress), North Carolina",2597,2758,2507,2046,258,772,82,408,878,226,823,1879,1996,486,233,29,191,1808,629,350,494,2909,2801,3511,2393,2419,2666,1689,4377
"G37006","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), North Carolina",751215,704057,555152,115662,2928,16256,246,1953,11860,359,11501,47158,26528,1392,612,130,42,15342,3112,1907,1205,732310,43996,60052,35952,37124,50813,20864,483509,"Congressional District 6 (114th Congress), North Carolina",3181,2803,2700,2338,399,969,122,717,997,143,987,2051,1875,425,328,127,49,1729,691,548,381,3144,2814,3264,2461,2594,2330,1715,5505
"G37007","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,"Congressional District 7 (114th Congress), North Carolina",762894,688993,526253,129189,13331,5445,607,648,13520,288,13232,73901,42771,2179,737,46,27,25822,2319,1444,875,751809,62567,75545,42785,41226,55290,20261,454135,"Congressional District 7 (114th Congress), North Carolina",2808,2546,1863,1877,910,417,515,268,1043,114,1027,1101,2218,535,328,36,30,2078,622,494,380,2740,3981,3868,3079,2588,3271,2076,5677
"G37008","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,"Congressional District 8 (114th Congress), North Carolina",742467,676113,460714,141224,52403,8024,149,1355,12244,409,11835,66354,40054,1278,661,126,0,22005,2230,1150,1080,724417,62059,83416,44067,46463,59605,22075,406732,"Congressional District 8 (114th Congress), North Carolina",3370,3022,2555,1687,869,679,87,378,928,198,949,2067,2035,443,196,109,28,2202,660,352,601,3603,3264,3798,2707,2711,2839,1888,6231
"G37009","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"09",,,,,,,,,,,"Congressional District 9 (114th Congress), North Carolina",786999,724325,570641,101262,2163,32994,157,1061,16047,677,15370,62674,43088,1996,583,263,77,14481,2186,1159,1027,780923,25701,37116,23600,22477,38582,15044,618403,"Congressional District 9 (114th Congress), North Carolina",3406,3234,2594,2495,388,1367,108,321,1381,283,1361,2487,2261,502,280,151,121,1764,685,435,487,3574,1844,2568,2291,1838,2563,1446,5135
"G37010","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,"Congressional District 10 (114th Congress), North Carolina",740474,696752,584240,84692,2235,11189,65,1614,12717,209,12508,43722,21980,1279,196,107,131,17810,2219,1541,678,726549,51530,72114,43241,43469,60547,22417,433231,"Congressional District 10 (114th Congress), North Carolina",2385,2186,2312,1026,278,593,80,479,1094,115,1090,1089,1779,371,123,66,189,1424,574,504,240,2531,3086,3325,2566,2663,2624,1667,5852
"G37011","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"11",,,,,,,,,,,"Congressional District 11 (114th Congress), North Carolina",740031,697441,642930,21961,10689,8022,372,1564,11903,265,11638,42590,25076,1448,556,109,10,13383,2008,1118,890,721914,52283,76220,42422,40361,58520,24034,428074,"Congressional District 11 (114th Congress), North Carolina",2174,1990,2194,945,556,430,214,685,1043,145,1036,929,1745,771,291,77,17,1537,564,378,446,2466,2541,3652,2341,2347,2700,1846,4936
"G37012","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"12",,,,,,,,,,,"Congressional District 12 (114th Congress), North Carolina",771401,661177,222363,380558,1983,37438,922,2228,15685,729,14956,110224,64400,5688,638,134,50,35755,3559,1834,1725,746841,87463,106602,54735,51611,66337,25426,354667,"Congressional District 12 (114th Congress), North Carolina",4815,4511,3229,3599,431,1637,175,724,1324,236,1275,3100,2953,943,309,104,48,2738,663,462,439,4698,3096,4179,3112,2918,3699,2032,6007
"G37013","2011-2015",,,"North Carolina","37",,,,,,,,,,,,,,,,,,,"13",,,,,,,,,,,"Congressional District 13 (114th Congress), North Carolina",772418,707969,539269,130237,1995,18490,282,1995,15701,475,15226,64449,33700,1520,311,212,0,25072,3634,2281,1353,765298,32435,48011,31972,30489,39988,18846,563557,"Congressional District 13 (114th Congress), North Carolina",4156,3973,3428,3259,353,1239,173,584,1200,252,1192,2705,2372,543,223,123,28,2346,686,511,405,4051,2492,3277,2944,2148,2783,1810,5679
"G38000","2011-2015",,,"North Dakota","38",,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"Congressional District (at Large) (114th Congress), North Dakota",721640,701071,628158,11549,37508,8819,277,333,14427,165,14262,20569,12050,323,778,160,27,5526,1705,787,918,696195,37990,41768,25899,25201,38508,16749,510080,"Congressional District (at Large) (114th Congress), North Dakota",0,124,137,651,676,370,90,136,996,71,984,124,779,172,263,102,32,709,455,259,365,396,1757,1594,1657,1516,1917,1069,3540
"G39001","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Ohio",727194,706491,509515,158027,871,21224,214,1464,15176,627,14549,20703,14461,794,83,49,81,4199,1036,491,545,707198,62189,57016,27377,28740,37410,14908,479558,"Congressional District 1 (114th Congress), Ohio",1794,1872,1753,1829,222,1025,115,425,1095,277,1077,867,1144,363,36,49,112,887,332,248,226,1710,2875,3109,2089,2022,2452,1556,4954
"G39002","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Ohio",724744,711595,624469,61747,1105,9351,181,830,13912,343,13569,13149,8964,311,102,79,53,2308,1332,617,715,713583,47079,60113,35084,28637,46642,19408,476620,"Congressional District 2 (114th Congress), Ohio",1875,1995,2036,1709,245,897,122,391,1049,183,1029,887,927,169,73,81,46,650,336,273,280,2087,2216,2559,2386,1846,2652,1555,4710
"G39003","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Ohio",745041,698250,400131,240825,1130,24669,178,2419,28898,754,28144,46791,26915,2510,264,290,34,13861,2917,1513,1404,723679,82422,88603,40764,39256,55476,20938,396220,"Congressional District 3 (114th Congress), Ohio",3841,3943,3433,2234,225,1268,103,704,1807,338,1786,1150,1658,587,122,282,40,1453,431,353,333,3772,3422,4024,2416,2625,3257,1801,5278
"G39004","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Ohio",714052,689471,629802,37082,1377,5533,110,447,15120,364,14756,24581,15550,863,282,51,46,5304,2485,1185,1300,684166,43710,55711,34836,31964,45278,19571,453096,"Congressional District 4 (114th Congress), Ohio",871,1055,1261,1087,214,346,49,208,972,124,932,879,877,248,112,48,56,660,449,338,313,1445,2126,2327,1935,1643,2222,1304,3824
"G39005","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), Ohio",723565,689642,648651,20079,981,8909,307,433,10282,145,10137,33923,19145,672,227,217,18,9464,4180,2621,1559,704664,39955,46913,27583,30718,44985,19922,494588,"Congressional District 5 (114th Congress), Ohio",1508,1577,1694,1069,192,572,136,206,809,75,796,835,999,218,123,163,18,709,562,439,383,1816,2369,2004,1677,2171,2326,1310,3873
"G39006","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,"Congressional District 6 (114th Congress), Ohio",711496,704081,673381,15652,1018,2937,47,319,10727,267,10460,7415,4607,322,118,79,0,1593,696,411,285,687699,49072,66730,33766,37868,51797,22218,426248,"Congressional District 6 (114th Congress), Ohio",924,897,1124,611,240,321,38,133,739,148,717,354,448,141,78,70,26,384,173,140,117,1367,2365,2796,1927,2228,2473,1599,4626
"G39007","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,"Congressional District 7 (114th Congress), Ohio",724257,709339,661791,27583,778,4472,85,571,14059,132,13927,14918,10577,343,77,4,0,2539,1378,664,714,708532,40044,55454,32899,32850,48946,23478,474861,"Congressional District 7 (114th Congress), Ohio",1550,1722,1846,1133,186,460,49,202,1037,89,1028,808,878,154,61,6,26,537,337,247,252,1803,2360,2726,1972,1921,2284,1484,4173
"G39008","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,"Congressional District 8 (114th Congress), Ohio",723955,700892,628808,42837,934,12694,397,747,14475,233,14242,23063,15883,691,519,0,0,4905,1065,371,694,705861,46141,54702,28504,32079,45191,17809,481435,"Congressional District 8 (114th Congress), Ohio",275,288,493,882,275,563,149,372,974,165,948,126,946,286,456,26,26,764,297,154,271,899,2558,2954,1948,2130,2325,1497,4210
"G39009","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"09",,,,,,,,,,,"Congressional District 9 (114th Congress), Ohio",714244,639780,498524,109118,1336,9082,216,806,20698,212,20486,74464,42161,4476,1253,361,48,17290,8875,4481,4394,699769,68365,82653,39817,38985,51784,17979,400186,"Congressional District 9 (114th Congress), Ohio",2772,2937,3080,2337,212,990,118,264,1433,124,1414,1648,1536,844,431,120,44,1253,921,744,580,2752,2859,3446,2170,2394,2431,1253,4070
"G39010","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,"Congressional District 10 (114th Congress), Ohio",722051,703853,545270,121614,1315,15516,153,1129,18856,443,18413,18198,12002,1008,245,123,0,3409,1411,683,728,695143,57531,64562,33790,33396,44927,18984,441953,"Congressional District 10 (114th Congress), Ohio",274,272,403,1310,286,529,71,394,1403,182,1418,35,724,276,112,96,26,709,371,239,283,1091,2431,3357,2181,2120,2483,1608,4533
"G39011","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"11",,,,,,,,,,,"Congressional District 11 (114th Congress), Ohio",705697,678162,266989,375289,1533,16678,41,1167,16465,613,15852,27535,15105,2850,457,158,70,5828,3067,1171,1896,685138,96345,91421,41254,37288,45530,20275,353025,"Congressional District 11 (114th Congress), Ohio",2413,2465,2635,2103,337,1009,29,292,1291,172,1288,1096,1085,438,254,109,62,638,567,315,476,2451,3258,3125,2096,1976,1915,1458,3714
"G39012","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"12",,,,,,,,,,,"Congressional District 12 (114th Congress), Ohio",747035,730183,649212,31955,1018,26039,166,1163,20630,669,19961,16852,11798,684,52,121,36,3143,1018,597,421,727042,35135,41062,23034,24592,36121,15334,551764,"Congressional District 12 (114th Congress), Ohio",2958,2833,2699,1496,247,1239,98,508,1146,291,1169,1100,904,423,45,100,42,770,278,205,208,3091,2105,2344,1668,1886,1876,1418,3378
"G39013","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"13",,,,,,,,,,,"Congressional District 13 (114th Congress), Ohio",713291,691119,581572,80392,1115,10410,83,683,16864,423,16441,22172,14702,2056,285,24,26,3075,2004,660,1344,691821,59420,71374,34631,36862,52661,19890,416983,"Congressional District 13 (114th Congress), Ohio",1905,1931,2172,1475,254,732,66,245,1104,187,1127,687,838,461,169,25,44,518,386,180,354,2333,2384,2767,2099,2331,2401,1600,4060
"G39014","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"14",,,,,,,,,,,"Congressional District 14 (114th Congress), Ohio",719406,700990,644939,29904,577,14039,80,628,10823,238,10585,18416,13947,426,118,32,10,2007,1876,807,1069,708433,28493,34764,23876,23488,38040,17061,542711,"Congressional District 14 (114th Congress), Ohio",813,957,1516,1037,144,816,55,209,805,124,791,566,763,225,96,49,17,407,495,246,443,1048,1972,1767,1656,1511,2091,1472,3970
"G39015","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"15",,,,,,,,,,,"Congressional District 15 (114th Congress), Ohio",737572,723749,662427,26727,895,17309,249,895,15247,300,14947,13823,9785,237,372,186,8,2301,934,468,466,705059,43510,49425,26737,28120,42474,17246,497547,"Congressional District 15 (114th Congress), Ohio",2576,2549,2498,1301,188,1044,156,337,859,191,836,937,875,113,236,137,15,496,232,151,182,2453,2212,2390,1845,1822,2434,1637,4321
"G39016","2011-2015",,,"Ohio","39",,,,,,,,,,,,,,,,,,,"16",,,,,,,,,,,"Congressional District 16 (114th Congress), Ohio",722377,707410,665822,14697,1096,15475,112,423,9785,432,9353,14967,11423,274,113,59,11,2166,921,354,567,710674,23014,32908,21085,23482,39076,17798,553311,"Congressional District 16 (114th Congress), Ohio",1697,1798,2484,1344,232,1012,96,182,846,176,850,953,868,119,80,45,17,590,277,144,220,1801,1567,2125,1591,1444,2318,1623,4275
"G40001","2011-2015",,,"Oklahoma","40",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Oklahoma",773811,692798,509563,66339,40987,18448,502,1003,55956,443,55513,81013,49533,883,1711,204,15,23095,5572,2332,3240,762152,50682,63360,38563,39040,53621,21324,495562,"Congressional District 1 (114th Congress), Oklahoma",680,756,745,822,995,407,93,286,1421,132,1415,317,1250,207,340,152,22,1062,545,359,484,932,1796,2245,1970,1883,1850,1416,3407
"G40002","2011-2015",,,"Oklahoma","40",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Oklahoma",749607,713784,488610,26057,115323,4057,815,339,78583,227,78356,35823,16190,469,2850,40,91,10883,5300,2402,2898,724664,60639,88784,46101,47593,61294,23803,396450,"Congressional District 2 (114th Congress), Oklahoma",527,601,638,376,1586,236,172,112,1666,82,1668,282,643,167,370,29,58,596,513,351,385,1344,1688,2388,1547,1637,1691,1338,3648
"G40003","2011-2015",,,"Oklahoma","40",,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,"Congressional District 3 (114th Congress), Oklahoma",767882,697533,576372,27545,42657,10562,1581,457,38359,620,37739,70349,36305,463,2482,391,12,24451,6245,2368,3877,736374,49426,60765,40264,43108,55066,23859,463886,"Congressional District 3 (114th Congress), Oklahoma",464,493,630,652,955,377,109,188,1212,308,1187,411,1505,173,520,451,17,1404,700,335,608,1503,1913,2301,2191,2218,2267,1623,3979
"G40004","2011-2015",,,"Oklahoma","40",,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,"Congressional District 4 (114th Congress), Oklahoma",773971,710727,555833,50604,36585,16857,1073,850,48925,394,48531,63244,38226,1196,2015,491,74,13073,8169,3607,4562,745042,49084,57123,36623,35595,56596,23261,486760,"Congressional District 4 (114th Congress), Oklahoma",1196,1358,1346,1206,1300,745,227,416,1498,133,1493,935,1743,376,378,309,57,1164,936,631,738,1967,2019,2549,2078,1930,2160,1921,4423
"G40005","2011-2015",,,"Oklahoma","40",,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,"Congressional District 5 (114th Congress), Oklahoma",784462,663432,460914,103669,31896,23422,511,458,42562,453,42109,121030,82248,1346,2770,98,27,24276,10265,2241,8024,766226,60203,83977,43726,41374,56503,21705,458738,"Congressional District 5 (114th Congress), Oklahoma",1213,1265,1237,1546,977,655,115,162,1766,286,1738,797,2096,337,528,56,21,1806,1207,454,1227,2342,2417,3294,2102,2074,2470,1449,3579
"G41001","2011-2015",,,"Oregon","41",,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,"Congressional District 1 (114th Congress), Oregon",797650,684294,579823,12239,3993,55987,2689,843,28720,882,27838,113356,66513,624,2448,680,404,37561,5126,2488,2638,784547,40424,58272,29238,33792,48114,17776,556931,"Congressional District 1 (114th Congress), Oregon",1164,1173,1251,776,464,1128,303,240,1599,297,1529,545,2723,260,772,282,320,2898,733,529,450,1297,2365,3222,2450,2108,2985,1403,5080
"G41002","2011-2015",,,"Oregon","41",,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,"Congressional District 2 (114th Congress), Oregon",781254,678520,630805,4413,12150,7748,1615,558,21231,471,20760,102734,73806,584,2162,271,78,20091,5742,2246,3496,764058,56895,79268,46695,43992,60621,25132,451455,"Congressional District 2 (114th Congress), Oregon",956,934,997,319,690,510,275,211,987,343,901,457,2180,245,611,120,73,2162,724,424,568,1376,3051,3523,2820,2605,3170,2037,5148
